,year,state_id,energy_source,generation_megawatthours,energy_type
5014,1993,ME,Petroleum,1863091,Conventional
5015,1993,ME,Wood and Wood Derived Fuels,3712592,Conventional
5045,1993,MI,Coal,63959080,Conventional
5046,1993,MI,Hydroelectric Conventional,1761842,Green Energy
5047,1993,MI,Natural Gas,10020213,Conventional
5048,1993,MI,Nuclear,28525000,Green Energy
5050,1993,MI,Other Biomass,487404,Conventional
5051,1993,MI,Other Gases,3371,Conventional
5052,1993,MI,Petroleum,761575,Conventional
5053,1993,MI,Pumped Storage,-773214,Green Energy
5054,1993,MI,Wood and Wood Derived Fuels,1586167,Conventional
5088,1993,MN,Coal,28652362,Conventional
5089,1993,MN,Hydroelectric Conventional,1150808,Green Energy
5090,1993,MN,Natural Gas,512693,Conventional
5091,1993,MN,Nuclear,11986053,Green Energy
5092,1993,MN,Other Biomass,526975,Conventional
5093,1993,MN,Petroleum,637904,Conventional
5094,1993,MN,Wind,185,Green Energy
5095,1993,MN,Wood and Wood Derived Fuels,573655,Conventional
5120,1993,MO,Coal,40983960,Conventional
5121,1993,MO,Hydroelectric Conventional,3184483,Green Energy
5122,1993,MO,Natural Gas,439974,Conventional
5123,1993,MO,Nuclear,8381333,Green Energy
5124,1993,MO,Other Biomass,2248,Conventional
5125,1993,MO,Petroleum,635278,Conventional
5126,1993,MO,Pumped Storage,-74307,Green Energy
5145,1993,MS,Coal,8880214,Conventional
5146,1993,MS,Natural Gas,3604647,Conventional
5147,1993,MS,Nuclear,7903547,Green Energy
5148,1993,MS,Petroleum,3600540,Conventional
5149,1993,MS,Wood and Wood Derived Fuels,1952578,Conventional
5165,1993,MT,Coal,14082858,Conventional
5166,1993,MT,Hydroelectric Conventional,9614088,Green Energy
5167,1993,MT,Natural Gas,34920,Conventional
5168,1993,MT,Petroleum,22069,Conventional
5169,1993,MT,Wood and Wood Derived Fuels,118919,Conventional
5185,1993,NC,Coal,63572654,Conventional
5186,1993,NC,Hydroelectric Conventional,4987070,Green Energy
5187,1993,NC,Natural Gas,394750,Conventional
5188,1993,NC,Nuclear,23758927,Green Energy
5190,1993,NC,Other Biomass,42505,Conventional
5191,1993,NC,Petroleum,407255,Conventional
5192,1993,NC,Pumped Storage,246302,Green Energy
5193,1993,NC,Wood and Wood Derived Fuels,1669999,Conventional
5224,1993,ND,Coal,27140713,Conventional
5225,1993,ND,Hydroelectric Conventional,1415110,Green Energy
5226,1993,ND,Natural Gas,7076,Conventional
5227,1993,ND,Other Gases,39393,Conventional
5228,1993,ND,Petroleum,61118,Conventional
5240,1993,NE,Coal,14776211,Conventional
5241,1993,NE,Hydroelectric Conventional,1001663,Green Energy
5242,1993,NE,Natural Gas,153065,Conventional
5243,1993,NE,Nuclear,6805133,Green Energy
5244,1993,NE,Other Biomass,5750,Conventional
5245,1993,NE,Petroleum,19035,Conventional
5257,1993,NH,Coal,3263241,Conventional
5258,1993,NH,Hydroelectric Conventional,1410609,Green Energy
5259,1993,NH,Natural Gas,11503,Conventional
5260,1993,NH,Nuclear,9046805,Green Energy
5261,1993,NH,Other Biomass,167871,Conventional
5262,1993,NH,Petroleum,1304573,Conventional
5263,1993,NH,Wood and Wood Derived Fuels,1038158,Conventional
5286,1993,NJ,Coal,5465771,Conventional
5287,1993,NJ,Hydroelectric Conventional,19005,Green Energy
5288,1993,NJ,Natural Gas,15545039,Conventional
5289,1993,NJ,Nuclear,24932240,Green Energy
5290,1993,NJ,Other Biomass,943977,Conventional
5291,1993,NJ,Other Gases,86860,Conventional
5292,1993,NJ,Petroleum,1475224,Conventional
5293,1993,NJ,Pumped Storage,-123234,Green Energy
5319,1993,NM,Coal,25507029,Conventional
5320,1993,NM,Hydroelectric Conventional,293827,Green Energy
5321,1993,NM,Natural Gas,2888566,Conventional
5322,1993,NM,Other Biomass,11816,Conventional
5323,1993,NM,Petroleum,43290,Conventional
5338,1993,NV,Coal,15627860,Conventional
5339,1993,NV,Geothermal,1540055,Green Energy
5340,1993,NV,Hydroelectric Conventional,1972180,Green Energy
5341,1993,NV,Natural Gas,4033198,Conventional
5343,1993,NV,Petroleum,326981,Conventional
5357,1993,NY,Coal,24501966,Conventional
5358,1993,NY,Hydroelectric Conventional,29443296,Green Energy
5359,1993,NY,Natural Gas,27075267,Conventional
5360,1993,NY,Nuclear,26889261,Green Energy
5361,1993,NY,Other Biomass,1724963,Conventional
5362,1993,NY,Other Gases,90980,Conventional
5363,1993,NY,Petroleum,15072965,Conventional
5364,1993,NY,Pumped Storage,-1135702,Green Energy
5365,1993,NY,Wood and Wood Derived Fuels,558035,Conventional
5401,1993,OH,Coal,123795912,Conventional
5402,1993,OH,Hydroelectric Conventional,189613,Green Energy
5403,1993,OH,Natural Gas,371452,Conventional
5404,1993,OH,Nuclear,10010661,Green Energy
5405,1993,OH,Other Biomass,99045,Conventional
5406,1993,OH,Other Gases,128520,Conventional
5407,1993,OH,Petroleum,346002,Conventional
5408,1993,OH,Wood and Wood Derived Fuels,296087,Conventional
5432,1993,OK,Coal,31692175,Conventional
5433,1993,OK,Hydroelectric Conventional,4357456,Green Energy
5434,1993,OK,Natural Gas,16762567,Conventional
5435,1993,OK,Other Biomass,0,Conventional
5436,1993,OK,Other Gases,89656,Conventional
5437,1993,OK,Petroleum,56319,Conventional
5438,1993,OK,Pumped Storage,-61044,Green Energy
5439,1993,OK,Wood and Wood Derived Fuels,262544,Conventional
5459,1993,OR,Coal,3520392,Conventional
5460,1993,OR,Hydroelectric Conventional,35864080,Green Energy
5461,1993,OR,Natural Gas,1778067,Conventional
5462,1993,OR,Nuclear,-21276,Green Energy
5463,1993,OR,Other Biomass,95238,Conventional
5464,1993,OR,Petroleum,33668,Conventional
5465,1993,OR,Wood and Wood Derived Fuels,639416,Conventional
5490,1993,PA,Coal,108131818,Conventional
5491,1993,PA,Hydroelectric Conventional,2376466,Green Energy
5492,1993,PA,Natural Gas,3869669,Conventional
5493,1993,PA,Nuclear,59330534,Green Energy
5495,1993,PA,Other Biomass,1425981,Conventional
5496,1993,PA,Other Gases,1097975,Conventional
5497,1993,PA,Petroleum,5013320,Conventional
5498,1993,PA,Pumped Storage,-884047,Green Energy
5499,1993,PA,Wood and Wood Derived Fuels,644906,Conventional
5535,1993,RI,Coal,0,Conventional
5536,1993,RI,Hydroelectric Conventional,9385,Green Energy
5537,1993,RI,Natural Gas,4508632,Conventional
5538,1993,RI,Other Biomass,74798,Conventional
5539,1993,RI,Petroleum,72481,Conventional
5559,1993,SC,Coal,27239959,Conventional
5560,1993,SC,Hydroelectric Conventional,2950139,Green Energy
5561,1993,SC,Natural Gas,207716,Conventional
5562,1993,SC,Nuclear,46188884,Green Energy
5564,1993,SC,Other Biomass,62125,Conventional
5565,1993,SC,Other Gases,24411,Conventional
5566,1993,SC,Petroleum,202239,Conventional
5567,1993,SC,Pumped Storage,-239116,Green Energy
5568,1993,SC,Wood and Wood Derived Fuels,1530961,Conventional
5592,1993,SD,Coal,2641582,Conventional
5593,1993,SD,Hydroelectric Conventional,2591115,Green Energy
5594,1993,SD,Natural Gas,10527,Conventional
5595,1993,SD,Petroleum,12287,Conventional
5602,1993,TN,Coal,61094822,Conventional
5603,1993,TN,Hydroelectric Conventional,8954227,Green Energy
5604,1993,TN,Natural Gas,292727,Conventional
5605,1993,TN,Nuclear,3304836,Green Energy
5607,1993,TN,Other Biomass,61659,Conventional
5608,1993,TN,Other Gases,2681,Conventional
5609,1993,TN,Petroleum,239106,Conventional
5610,1993,TN,Pumped Storage,-560158,Green Energy
5611,1993,TN,Wood and Wood Derived Fuels,426063,Conventional
5634,1993,TX,Coal,131046002,Conventional
5635,1993,TX,Hydroelectric Conventional,1786405,Green Energy
5636,1993,TX,Natural Gas,147294114,Conventional
5637,1993,TX,Nuclear,12406774,Green Energy
5639,1993,TX,Other Biomass,368232,Conventional
5640,1993,TX,Other Gases,3281370,Conventional
5641,1993,TX,Petroleum,1854468,Conventional
5642,1993,TX,Solar Thermal and Photovoltaic,366,Green Energy
5643,1993,TX,Wood and Wood Derived Fuels,1249854,Conventional
5735,1993,UT,Coal,32125793,Conventional
5736,1993,UT,Geothermal,148148,Green Energy
5737,1993,UT,Hydroelectric Conventional,860019,Green Energy
5738,1993,UT,Natural Gas,606099,Conventional
5739,1993,UT,Other Gases,281457,Conventional
5740,1993,UT,Petroleum,36586,Conventional
5741,1993,UT,Pumped Storage,0,Green Energy
5762,1993,VA,Coal,29410001,Conventional
5763,1993,VA,Hydroelectric Conventional,1313303,Green Energy
5764,1993,VA,Natural Gas,4378066,Conventional
5765,1993,VA,Nuclear,22688763,Green Energy
5766,1993,VA,Other Biomass,431533,Conventional
5767,1993,VA,Petroleum,2500809,Conventional
5768,1993,VA,Pumped Storage,-774085,Green Energy
5769,1993,VA,Solar Thermal and Photovoltaic,8,Green Energy
5770,1993,VA,Wood and Wood Derived Fuels,1295112,Conventional
5799,1993,VT,Hydroelectric Conventional,981286,Green Energy
5800,1993,VT,Natural Gas,20558,Conventional
5801,1993,VT,Nuclear,3372148,Green Energy
5802,1993,VT,Petroleum,5029,Conventional
5803,1993,VT,Wind,0,Green Energy
5804,1993,VT,Wood and Wood Derived Fuels,264744,Conventional
5820,1993,WA,Coal,8835079,Conventional
5821,1993,WA,Hydroelectric Conventional,67312383,Green Energy
5822,1993,WA,Natural Gas,3197945,Conventional
5823,1993,WA,Nuclear,7134966,Green Energy
5825,1993,WA,Other Biomass,214990,Conventional
5826,1993,WA,Other Gases,222852,Conventional
5827,1993,WA,Petroleum,59434,Conventional
5828,1993,WA,Pumped Storage,0,Green Energy
5829,1993,WA,Wood and Wood Derived Fuels,1018120,Conventional
5859,1993,WI,Coal,34550945,Conventional
5860,1993,WI,Hydroelectric Conventional,2486587,Green Energy
5861,1993,WI,Natural Gas,411676,Conventional
5862,1993,WI,Nuclear,11464574,Green Energy
5863,1993,WI,Other Biomass,170587,Conventional
5864,1993,WI,Petroleum,335556,Conventional
5865,1993,WI,Wind,0,Green Energy
5866,1993,WI,Wood and Wood Derived Fuels,818627,Conventional
5898,1993,WV,Coal,72968665,Conventional
5899,1993,WV,Hydroelectric Conventional,1114101,Green Energy
5900,1993,WV,Natural Gas,158242,Conventional
5902,1993,WV,Other Gases,271186,Conventional
5903,1993,WV,Petroleum,236934,Conventional
5924,1993,WY,Coal,39507092,Conventional
5925,1993,WY,Hydroelectric Conventional,787427,Green Energy
5926,1993,WY,Natural Gas,365540,Conventional
5928,1993,WY,Other Gases,2071,Conventional
5929,1993,WY,Petroleum,66381,Conventional
5930,1993,WY,Wood and Wood Derived Fuels,0,Conventional
5944,1994,AK,Coal,502866,Conventional
5945,1994,AK,Hydroelectric Conventional,1345407,Green Energy
5946,1994,AK,Natural Gas,3401175,Conventional
5947,1994,AK,Other Biomass,16282,Conventional
5948,1994,AK,Petroleum,562644,Conventional
5949,1994,AK,Wind,0,Green Energy
5950,1994,AK,Wood and Wood Derived Fuels,138142,Conventional
5966,1994,AL,Coal,63304075,Conventional
5967,1994,AL,Hydroelectric Conventional,11429120,Green Energy
5968,1994,AL,Natural Gas,1248034,Conventional
5969,1994,AL,Nuclear,20479759,Green Energy
5970,1994,AL,Other Biomass,6800,Conventional
5971,1994,AL,Other Gases,328383,Conventional
5972,1994,AL,Petroleum,244984,Conventional
5973,1994,AL,Wood and Wood Derived Fuels,3723102,Conventional
5996,1994,AR,Coal,19852118,Conventional
5997,1994,AR,Hydroelectric Conventional,3462641,Green Energy
5998,1994,AR,Natural Gas,3125327,Conventional
5999,1994,AR,Nuclear,13923701,Green Energy
6001,1994,AR,Other Biomass,34352,Conventional
6002,1994,AR,Petroleum,99613,Conventional
6003,1994,AR,Pumped Storage,0,Green Energy
6004,1994,AR,Wood and Wood Derived Fuels,1532559,Conventional
6026,1994,AZ,Coal,38343130,Conventional
6027,1994,AZ,Hydroelectric Conventional,7365425,Green Energy
6028,1994,AZ,Natural Gas,2483535,Conventional
6029,1994,AZ,Nuclear,23170894,Green Energy
6030,1994,AZ,Petroleum,152170,Conventional
6031,1994,AZ,Pumped Storage,304437,Green Energy
6032,1994,AZ,Wood and Wood Derived Fuels,114905,Conventional
6051,1994,CA,Coal,3271691,Conventional
6052,1994,CA,Geothermal,13660402,Green Energy
6053,1994,CA,Hydroelectric Conventional,23012615,Green Energy
6054,1994,CA,Natural Gas,94431800,Conventional
6055,1994,CA,Nuclear,33752237,Green Energy
6057,1994,CA,Other Biomass,2646840,Conventional
6058,1994,CA,Other Gases,2959314,Conventional
6059,1994,CA,Petroleum,3411141,Conventional
6060,1994,CA,Pumped Storage,934849,Green Energy
6061,1994,CA,Solar Thermal and Photovoltaic,486318,Green Energy
6062,1994,CA,Wind,3387128,Green Energy
6063,1994,CA,Wood and Wood Derived Fuels,4223531,Conventional
6106,1994,CO,Coal,31636583,Conventional
6107,1994,CO,Hydroelectric Conventional,1544037,Green Energy
6108,1994,CO,Natural Gas,2320742,Conventional
6109,1994,CO,Other Biomass,28462,Conventional
6110,1994,CO,Petroleum,10220,Conventional
6111,1994,CO,Pumped Storage,111867,Green Energy
6134,1994,CT,Coal,3622776,Conventional
6135,1994,CT,Hydroelectric Conventional,481162,Green Energy
6136,1994,CT,Natural Gas,1898585,Conventional
6137,1994,CT,Nuclear,20159938,Green Energy
6139,1994,CT,Other Biomass,1470099,Conventional
6140,1994,CT,Petroleum,3543562,Conventional
6141,1994,CT,Pumped Storage,2795,Green Energy
6168,1994,DC,Coal,0,Conventional
6169,1994,DC,Petroleum,274252,Conventional
6175,1994,DE,Coal,4949403,Conventional
6176,1994,DE,Natural Gas,2130417,Conventional
6178,1994,DE,Other Gases,100885,Conventional
6179,1994,DE,Petroleum,2041601,Conventional
6191,1994,FL,Coal,63465108,Conventional
6192,1994,FL,Hydroelectric Conventional,274474,Green Energy
6193,1994,FL,Natural Gas,26151929,Conventional
6194,1994,FL,Nuclear,26682107,Green Energy
6196,1994,FL,Other Biomass,3177187,Conventional
6197,1994,FL,Other Gases,34879,Conventional
6198,1994,FL,Petroleum,33897384,Conventional
6199,1994,FL,Wood and Wood Derived Fuels,2412436,Conventional
6229,1994,GA,Coal,65698752,Conventional
6230,1994,GA,Hydroelectric Conventional,4331435,Green Energy
6231,1994,GA,Natural Gas,633951,Conventional
6232,1994,GA,Nuclear,28927090,Green Energy
6233,1994,GA,Other Biomass,58571,Conventional
6234,1994,GA,Petroleum,998279,Conventional
6235,1994,GA,Pumped Storage,578456,Green Energy
6236,1994,GA,Wood and Wood Derived Fuels,3129875,Conventional
6260,1994,HI,Coal,1326742,Conventional
6261,1994,HI,Geothermal,185318,Green Energy
6262,1994,HI,Hydroelectric Conventional,139426,Green Energy
6263,1994,HI,Other Biomass,730124,Conventional
6264,1994,HI,Other Gases,65719,Conventional
6265,1994,HI,Petroleum,7640913,Conventional
6266,1994,HI,Wind,20350,Green Energy
6267,1994,HI,Wood and Wood Derived Fuels,310,Conventional
6288,1994,IA,Coal,27450892,Conventional
6289,1994,IA,Hydroelectric Conventional,1071023,Green Energy
6290,1994,IA,Natural Gas,376485,Conventional
6291,1994,IA,Nuclear,4107383,Green Energy
6292,1994,IA,Other Biomass,59285,Conventional
6293,1994,IA,Petroleum,101790,Conventional
6294,1994,IA,Wind,53,Green Energy
6295,1994,IA,Wood and Wood Derived Fuels,95,Conventional
6324,1994,ID,Coal,38038,Conventional
6325,1994,ID,Hydroelectric Conventional,7916153,Green Energy
6326,1994,ID,Natural Gas,159061,Conventional
6328,1994,ID,Other Biomass,12210,Conventional
6329,1994,ID,Petroleum,65,Conventional
6330,1994,ID,Wood and Wood Derived Fuels,516132,Conventional
6347,1994,IL,Coal,62998413,Conventional
6348,1994,IL,Hydroelectric Conventional,120633,Green Energy
6349,1994,IL,Natural Gas,3733054,Conventional
6350,1994,IL,Nuclear,72654499,Green Energy
6351,1994,IL,Other Biomass,289919,Conventional
6352,1994,IL,Other Gases,259174,Conventional
6353,1994,IL,Petroleum,1243456,Conventional
6354,1994,IL,Wood and Wood Derived Fuels,147,Conventional
6383,1994,IN,Coal,102921426,Conventional
6384,1994,IN,Hydroelectric Conventional,406867,Green Energy
6385,1994,IN,Natural Gas,1509171,Conventional
6386,1994,IN,Other Biomass,36993,Conventional
6387,1994,IN,Other Gases,1941518,Conventional
6388,1994,IN,Petroleum,366082,Conventional
6405,1994,KS,Coal,26488755,Conventional
6406,1994,KS,Hydroelectric Conventional,9854,Green Energy
6407,1994,KS,Natural Gas,2503605,Conventional
6408,1994,KS,Nuclear,8529002,Green Energy
6409,1994,KS,Petroleum,88598,Conventional
6410,1994,KS,Wind,55,Green Energy
6425,1994,KY,Coal,79897442,Conventional
6426,1994,KY,Hydroelectric Conventional,4013590,Green Energy
6427,1994,KY,Natural Gas,31183,Conventional
6428,1994,KY,Petroleum,154819,Conventional
6435,1994,LA,Coal,20163412,Conventional
6436,1994,LA,Hydroelectric Conventional,971978,Green Energy
6437,1994,LA,Natural Gas,38511585,Conventional
6438,1994,LA,Nuclear,12778635,Green Energy
6440,1994,LA,Other Biomass,92863,Conventional
6441,1994,LA,Other Gases,1335124,Conventional
6442,1994,LA,Petroleum,2320393,Conventional
6443,1994,LA,Wood and Wood Derived Fuels,2534405,Conventional
6467,1994,MA,Coal,10320147,Conventional
6468,1994,MA,Hydroelectric Conventional,937917,Green Energy
6469,1994,MA,Natural Gas,11319676,Conventional
6470,1994,MA,Nuclear,3858569,Green Energy
6471,1994,MA,Other Biomass,1933887,Conventional
6472,1994,MA,Petroleum,10098641,Conventional
6473,1994,MA,Pumped Storage,-646096,Green Energy
6474,1994,MA,Wind,0,Green Energy
6475,1994,MA,Wood and Wood Derived Fuels,116323,Conventional
6507,1994,MD,Coal,25624758,Conventional
6508,1994,MD,Hydroelectric Conventional,2009536,Green Energy
6509,1994,MD,Natural Gas,1172042,Conventional
6510,1994,MD,Nuclear,11235408,Green Energy
6511,1994,MD,Other Biomass,352064,Conventional
6512,1994,MD,Other Gases,501762,Conventional
6513,1994,MD,Petroleum,4275226,Conventional
6514,1994,MD,Wood and Wood Derived Fuels,168822,Conventional
6538,1994,ME,Coal,676920,Conventional
6539,1994,ME,Hydroelectric Conventional,3510767,Green Energy
6540,1994,ME,Natural Gas,9267,Conventional
6541,1994,ME,Nuclear,6631984,Green Energy
6542,1994,ME,Other Biomass,512498,Conventional
6543,1994,ME,Other Gases,3928,Conventional
6544,1994,ME,Petroleum,1872338,Conventional
6545,1994,ME,Wood and Wood Derived Fuels,3238448,Conventional
6575,1994,MI,Coal,69771616,Conventional
6576,1994,MI,Hydroelectric Conventional,1660268,Green Energy
6577,1994,MI,Natural Gas,10436549,Conventional
6578,1994,MI,Nuclear,14144281,Green Energy
6580,1994,MI,Other Biomass,543202,Conventional
6581,1994,MI,Other Gases,4634,Conventional
6582,1994,MI,Petroleum,825523,Conventional
6583,1994,MI,Pumped Storage,-811063,Green Energy
6584,1994,MI,Wood and Wood Derived Fuels,1717072,Conventional
6617,1994,MN,Coal,28125703,Conventional
6618,1994,MN,Hydroelectric Conventional,1138733,Green Energy
6619,1994,MN,Natural Gas,656857,Conventional
6620,1994,MN,Nuclear,12223620,Green Energy
6621,1994,MN,Other Biomass,620867,Conventional
6622,1994,MN,Petroleum,607700,Conventional
6623,1994,MN,Wind,39523,Green Energy
6624,1994,MN,Wood and Wood Derived Fuels,484652,Conventional
6650,1994,MO,Coal,48885619,Conventional
6651,1994,MO,Hydroelectric Conventional,1916293,Green Energy
6652,1994,MO,Natural Gas,389302,Conventional
6653,1994,MO,Nuclear,10006491,Green Energy
6654,1994,MO,Other Biomass,6915,Conventional
6655,1994,MO,Petroleum,745215,Conventional
6656,1994,MO,Pumped Storage,-72157,Green Energy
6675,1994,MS,Coal,8946974,Conventional
6676,1994,MS,Natural Gas,7223384,Conventional
6677,1994,MS,Nuclear,9614699,Green Energy
6678,1994,MS,Petroleum,1124155,Conventional
6679,1994,MS,Wood and Wood Derived Fuels,1761286,Conventional
6695,1994,MT,Coal,16809389,Conventional
6696,1994,MT,Hydroelectric Conventional,8149507,Green Energy
6697,1994,MT,Natural Gas,73226,Conventional
6698,1994,MT,Petroleum,20122,Conventional
6699,1994,MT,Wood and Wood Derived Fuels,100605,Conventional
6715,1994,NC,Coal,58124390,Conventional
6716,1994,NC,Hydroelectric Conventional,7192276,Green Energy
6717,1994,NC,Natural Gas,310242,Conventional
6718,1994,NC,Nuclear,32346007,Green Energy
6720,1994,NC,Other Biomass,45025,Conventional
6721,1994,NC,Petroleum,452234,Conventional
6722,1994,NC,Pumped Storage,380819,Green Energy
6723,1994,NC,Wood and Wood Derived Fuels,1716892,Conventional
6755,1994,ND,Coal,27181087,Conventional
6756,1994,ND,Hydroelectric Conventional,1856461,Green Energy
6757,1994,ND,Natural Gas,55,Conventional
6758,1994,ND,Other Biomass,13583,Conventional
6759,1994,ND,Other Gases,43779,Conventional
6760,1994,ND,Petroleum,60860,Conventional
6773,1994,NE,Coal,14039467,Conventional
6774,1994,NE,Hydroelectric Conventional,1311883,Green Energy
6775,1994,NE,Natural Gas,258918,Conventional
6776,1994,NE,Nuclear,6345330,Green Energy
6777,1994,NE,Other Biomass,9332,Conventional
6778,1994,NE,Petroleum,18201,Conventional
6790,1994,NH,Coal,3181654,Conventional
6791,1994,NH,Hydroelectric Conventional,1461327,Green Energy
6792,1994,NH,Natural Gas,114587,Conventional
6793,1994,NH,Nuclear,6203747,Green Energy
6794,1994,NH,Other Biomass,153844,Conventional
6795,1994,NH,Petroleum,1420578,Conventional
6796,1994,NH,Wood and Wood Derived Fuels,926762,Conventional
6819,1994,NJ,Coal,5672211,Conventional
6820,1994,NJ,Hydroelectric Conventional,15083,Green Energy
6821,1994,NJ,Natural Gas,17191828,Conventional
6822,1994,NJ,Nuclear,22129335,Green Energy
6823,1994,NJ,Other Biomass,1135382,Conventional
6824,1994,NJ,Other Gases,101509,Conventional
6825,1994,NJ,Petroleum,2356728,Conventional
6826,1994,NJ,Pumped Storage,-166734,Green Energy
6852,1994,NM,Coal,26752349,Conventional
6853,1994,NM,Hydroelectric Conventional,212890,Green Energy
6854,1994,NM,Natural Gas,3388937,Conventional
6855,1994,NM,Other Biomass,10802,Conventional
6856,1994,NM,Petroleum,25696,Conventional
6871,1994,NV,Coal,15324714,Conventional
6872,1994,NV,Geothermal,1494930,Green Energy
6873,1994,NV,Hydroelectric Conventional,1875889,Green Energy
6874,1994,NV,Natural Gas,5629626,Conventional
6876,1994,NV,Petroleum,167680,Conventional
6891,1994,NY,Coal,23290656,Conventional
6892,1994,NY,Hydroelectric Conventional,27791257,Green Energy
6893,1994,NY,Natural Gas,32229929,Conventional
6894,1994,NY,Nuclear,29231434,Green Energy
6895,1994,NY,Other Biomass,1904068,Conventional
6896,1994,NY,Other Gases,94206,Conventional
6897,1994,NY,Petroleum,12030378,Conventional
6898,1994,NY,Pumped Storage,-1145844,Green Energy
6899,1994,NY,Wood and Wood Derived Fuels,603488,Conventional
6936,1994,OH,Coal,119169558,Conventional
6937,1994,OH,Hydroelectric Conventional,191771,Green Energy
6938,1994,OH,Natural Gas,371591,Conventional
6939,1994,OH,Nuclear,10952247,Green Energy
6940,1994,OH,Other Biomass,28830,Conventional
6941,1994,OH,Other Gases,144300,Conventional
6942,1994,OH,Petroleum,424488,Conventional
6943,1994,OH,Wood and Wood Derived Fuels,480825,Conventional
6969,1994,OK,Coal,30500847,Conventional
6970,1994,OK,Hydroelectric Conventional,2514648,Green Energy
6971,1994,OK,Natural Gas,16708882,Conventional
6972,1994,OK,Other Biomass,0,Conventional
6973,1994,OK,Other Gases,70396,Conventional
6974,1994,OK,Petroleum,42621,Conventional
6975,1994,OK,Pumped Storage,-50013,Green Energy
6976,1994,OK,Wood and Wood Derived Fuels,271391,Conventional
6996,1994,OR,Coal,3833470,Conventional
6997,1994,OR,Hydroelectric Conventional,31220298,Green Energy
6998,1994,OR,Natural Gas,2835884,Conventional
6999,1994,OR,Other Biomass,95930,Conventional
7000,1994,OR,Petroleum,7296,Conventional
7001,1994,OR,Wood and Wood Derived Fuels,447934,Conventional
7023,1994,PA,Coal,101867590,Conventional
7024,1994,PA,Hydroelectric Conventional,2749785,Green Energy
7025,1994,PA,Natural Gas,4079764,Conventional
7026,1994,PA,Nuclear,67206815,Green Energy
7028,1994,PA,Other Biomass,1428098,Conventional
7029,1994,PA,Other Gases,972163,Conventional
7030,1994,PA,Petroleum,5824309,Conventional
7031,1994,PA,Pumped Storage,-843069,Green Energy
7032,1994,PA,Wood and Wood Derived Fuels,710523,Conventional
7068,1994,RI,Coal,0,Conventional
7069,1994,RI,Hydroelectric Conventional,9349,Green Energy
7070,1994,RI,Natural Gas,4560679,Conventional
7071,1994,RI,Other Biomass,75683,Conventional
7072,1994,RI,Other Gases,1862,Conventional
7073,1994,RI,Petroleum,85347,Conventional
7095,1994,SC,Coal,27741115,Conventional
7096,1994,SC,Hydroelectric Conventional,3034952,Green Energy
7097,1994,SC,Natural Gas,363700,Conventional
7098,1994,SC,Nuclear,44466176,Green Energy
7100,1994,SC,Other Biomass,55431,Conventional
7101,1994,SC,Other Gases,17368,Conventional
7102,1994,SC,Petroleum,240744,Conventional
7103,1994,SC,Pumped Storage,-620856,Green Energy
7104,1994,SC,Wood and Wood Derived Fuels,1639098,Conventional
7128,1994,SD,Coal,2833332,Conventional
7129,1994,SD,Hydroelectric Conventional,5128760,Green Energy
7130,1994,SD,Natural Gas,8437,Conventional
7131,1994,SD,Petroleum,20731,Conventional
7138,1994,TN,Coal,53708548,Conventional
7139,1994,TN,Hydroelectric Conventional,12027959,Green Energy
7140,1994,TN,Natural Gas,304278,Conventional
7141,1994,TN,Nuclear,11932352,Green Energy
7143,1994,TN,Other Biomass,66458,Conventional
7144,1994,TN,Other Gases,3030,Conventional
7145,1994,TN,Petroleum,312128,Conventional
7146,1994,TN,Pumped Storage,-592981,Green Energy
7147,1994,TN,Wood and Wood Derived Fuels,461509,Conventional
7171,1994,TX,Coal,125145657,Conventional
7172,1994,TX,Hydroelectric Conventional,1530436,Green Energy
7173,1994,TX,Natural Gas,144440568,Conventional
7174,1994,TX,Nuclear,28745474,Green Energy
7176,1994,TX,Other Biomass,388273,Conventional
7177,1994,TX,Other Gases,3539454,Conventional
7178,1994,TX,Petroleum,1959891,Conventional
7179,1994,TX,Solar Thermal and Photovoltaic,293,Green Energy
7180,1994,TX,Wood and Wood Derived Fuels,1190218,Conventional
7271,1994,UT,Coal,33130664,Conventional
7272,1994,UT,Geothermal,194804,Green Energy
7273,1994,UT,Hydroelectric Conventional,750438,Green Energy
7274,1994,UT,Natural Gas,807259,Conventional
7275,1994,UT,Other Gases,280569,Conventional
7276,1994,UT,Petroleum,33100,Conventional
7277,1994,UT,Pumped Storage,0,Green Energy
7298,1994,VA,Coal,26590655,Conventional
7299,1994,VA,Hydroelectric Conventional,1146116,Green Energy
7300,1994,VA,Natural Gas,4681139,Conventional
7301,1994,VA,Nuclear,25428856,Green Energy
7303,1994,VA,Other Biomass,655292,Conventional
7304,1994,VA,Petroleum,2890191,Conventional
7305,1994,VA,Pumped Storage,-742235,Green Energy
7306,1994,VA,Solar Thermal and Photovoltaic,11,Green Energy
7307,1994,VA,Wood and Wood Derived Fuels,1395608,Conventional
7340,1994,VT,Hydroelectric Conventional,1038653,Green Energy
7341,1994,VT,Natural Gas,5806,Conventional
7342,1994,VT,Nuclear,4315544,Green Energy
7343,1994,VT,Petroleum,6354,Conventional
7344,1994,VT,Wind,0,Green Energy
7345,1994,VT,Wood and Wood Derived Fuels,250673,Conventional
7361,1994,WA,Coal,9831332,Conventional
7362,1994,WA,Hydroelectric Conventional,65575487,Green Energy
7363,1994,WA,Natural Gas,4820582,Conventional
7364,1994,WA,Nuclear,6739749,Green Energy
