,year,state_id,energy_source,generation_megawatthours,energy_type
7366,1994,WA,Other Biomass,224804,Conventional
7367,1994,WA,Other Gases,299161,Conventional
7368,1994,WA,Petroleum,45419,Conventional
7369,1994,WA,Pumped Storage,0,Green Energy
7370,1994,WA,Wood and Wood Derived Fuels,1018660,Conventional
7401,1994,WI,Coal,36479019,Conventional
7402,1994,WI,Hydroelectric Conventional,2228309,Green Energy
7403,1994,WI,Natural Gas,604655,Conventional
7404,1994,WI,Nuclear,11516469,Green Energy
7405,1994,WI,Other Biomass,208344,Conventional
7406,1994,WI,Petroleum,429663,Conventional
7407,1994,WI,Wind,0,Green Energy
7408,1994,WI,Wood and Wood Derived Fuels,892496,Conventional
7441,1994,WV,Coal,79628566,Conventional
7442,1994,WV,Hydroelectric Conventional,1145635,Green Energy
7443,1994,WV,Natural Gas,170539,Conventional
7445,1994,WV,Other Gases,212708,Conventional
7446,1994,WV,Petroleum,271890,Conventional
7467,1994,WY,Coal,41574239,Conventional
7468,1994,WY,Hydroelectric Conventional,897209,Green Energy
7469,1994,WY,Natural Gas,400856,Conventional
7471,1994,WY,Other Gases,3224,Conventional
7472,1994,WY,Petroleum,53571,Conventional
7473,1994,WY,Wood and Wood Derived Fuels,18440,Conventional
7487,1995,AK,Coal,528930,Conventional
7488,1995,AK,Hydroelectric Conventional,1372115,Green Energy
7489,1995,AK,Natural Gas,3379573,Conventional
7490,1995,AK,Other Biomass,13589,Conventional
7491,1995,AK,Petroleum,620564,Conventional
7492,1995,AK,Wind,0,Green Energy
7493,1995,AK,Wood and Wood Derived Fuels,111345,Conventional
7509,1995,AL,Coal,69047634,Conventional
7510,1995,AL,Hydroelectric Conventional,9501510,Green Energy
7511,1995,AL,Natural Gas,1533384,Conventional
7512,1995,AL,Nuclear,20752341,Green Energy
7513,1995,AL,Other Biomass,7497,Conventional
7514,1995,AL,Other Gases,347027,Conventional
7515,1995,AL,Petroleum,201538,Conventional
7516,1995,AL,Wood and Wood Derived Fuels,3798435,Conventional
7540,1995,AR,Coal,21555436,Conventional
7541,1995,AR,Hydroelectric Conventional,3217714,Green Energy
7542,1995,AR,Natural Gas,3909350,Conventional
7543,1995,AR,Nuclear,11657549,Green Energy
7545,1995,AR,Other Biomass,23252,Conventional
7546,1995,AR,Petroleum,67654,Conventional
7547,1995,AR,Pumped Storage,0,Green Energy
7548,1995,AR,Wood and Wood Derived Fuels,1537482,Conventional
7570,1995,AZ,Coal,31951659,Conventional
7571,1995,AZ,Hydroelectric Conventional,8288419,Green Energy
7572,1995,AZ,Natural Gas,2192947,Conventional
7573,1995,AZ,Nuclear,26984507,Green Energy
7574,1995,AZ,Petroleum,82557,Conventional
7575,1995,AZ,Pumped Storage,190029,Green Energy
7576,1995,AZ,Wood and Wood Derived Fuels,90821,Conventional
7595,1995,CA,Coal,2786844,Conventional
7596,1995,CA,Geothermal,11450299,Green Energy
7597,1995,CA,Hydroelectric Conventional,48033130,Green Energy
7598,1995,CA,Natural Gas,72578893,Conventional
7599,1995,CA,Nuclear,30245936,Green Energy
7601,1995,CA,Other Biomass,2757856,Conventional
7602,1995,CA,Other Gases,2594985,Conventional
7603,1995,CA,Petroleum,2291128,Conventional
7604,1995,CA,Pumped Storage,2506665,Green Energy
7605,1995,CA,Solar Thermal and Photovoltaic,496565,Green Energy
7606,1995,CA,Wind,3086757,Green Energy
7607,1995,CA,Wood and Wood Derived Fuels,2618487,Conventional
7649,1995,CO,Coal,30492682,Conventional
7650,1995,CO,Hydroelectric Conventional,2131189,Green Energy
7651,1995,CO,Natural Gas,2856788,Conventional
7652,1995,CO,Other Biomass,32910,Conventional
7653,1995,CO,Petroleum,11712,Conventional
7654,1995,CO,Pumped Storage,91953,Green Energy
7677,1995,CT,Coal,3857555,Conventional
7678,1995,CT,Hydroelectric Conventional,363803,Green Energy
7679,1995,CT,Natural Gas,3019243,Conventional
7680,1995,CT,Nuclear,18748900,Green Energy
7682,1995,CT,Other Biomass,1915839,Conventional
7683,1995,CT,Other Gases,79,Conventional
7684,1995,CT,Petroleum,3579463,Conventional
7685,1995,CT,Pumped Storage,-12414,Green Energy
7714,1995,DC,Coal,0,Conventional
7715,1995,DC,Petroleum,188862,Conventional
7721,1995,DE,Coal,4438974,Conventional
7722,1995,DE,Natural Gas,3185559,Conventional
7724,1995,DE,Other Gases,113827,Conventional
7725,1995,DE,Petroleum,1285195,Conventional
7737,1995,FL,Coal,65761841,Conventional
7738,1995,FL,Hydroelectric Conventional,230840,Green Energy
7739,1995,FL,Natural Gas,42755150,Conventional
7740,1995,FL,Nuclear,28740617,Green Energy
7742,1995,FL,Other Biomass,3339882,Conventional
7743,1995,FL,Other Gases,31478,Conventional
7744,1995,FL,Petroleum,22287501,Conventional
7745,1995,FL,Wood and Wood Derived Fuels,2240076,Conventional
7777,1995,GA,Coal,66942360,Conventional
7778,1995,GA,Hydroelectric Conventional,4196741,Green Energy
7779,1995,GA,Natural Gas,1459884,Conventional
7780,1995,GA,Nuclear,30660626,Green Energy
7781,1995,GA,Other Biomass,68194,Conventional
7782,1995,GA,Petroleum,849860,Conventional
7783,1995,GA,Pumped Storage,537462,Green Energy
7784,1995,GA,Wood and Wood Derived Fuels,3163469,Conventional
7807,1995,HI,Coal,1561204,Conventional
7808,1995,HI,Geothermal,234521,Green Energy
7809,1995,HI,Hydroelectric Conventional,97810,Green Energy
7811,1995,HI,Other Biomass,638525,Conventional
7812,1995,HI,Other Gases,69307,Conventional
7813,1995,HI,Petroleum,7678995,Conventional
7814,1995,HI,Wind,20357,Green Energy
7815,1995,HI,Wood and Wood Derived Fuels,1145,Conventional
7836,1995,IA,Coal,29409704,Conventional
7837,1995,IA,Hydroelectric Conventional,1002974,Green Energy
7838,1995,IA,Natural Gas,479889,Conventional
7839,1995,IA,Nuclear,3729970,Green Energy
7840,1995,IA,Other Biomass,64135,Conventional
7841,1995,IA,Petroleum,65861,Conventional
7842,1995,IA,Wind,117,Green Energy
7843,1995,IA,Wood and Wood Derived Fuels,278,Conventional
7871,1995,ID,Coal,47527,Conventional
7872,1995,ID,Hydroelectric Conventional,10989334,Green Energy
7873,1995,ID,Natural Gas,167292,Conventional
7875,1995,ID,Other Biomass,12987,Conventional
7876,1995,ID,Petroleum,564,Conventional
7877,1995,ID,Wood and Wood Derived Fuels,536621,Conventional
7894,1995,IL,Coal,64415830,Conventional
7895,1995,IL,Hydroelectric Conventional,123936,Green Energy
7896,1995,IL,Natural Gas,3974378,Conventional
7897,1995,IL,Nuclear,78480848,Green Energy
7898,1995,IL,Other Biomass,341327,Conventional
7899,1995,IL,Other Gases,396906,Conventional
7900,1995,IL,Petroleum,922504,Conventional
7901,1995,IL,Wood and Wood Derived Fuels,2202,Conventional
7931,1995,IN,Coal,104688066,Conventional
7932,1995,IN,Hydroelectric Conventional,467261,Green Energy
7933,1995,IN,Natural Gas,1453563,Conventional
7934,1995,IN,Other Biomass,84340,Conventional
7935,1995,IN,Other Gases,2120995,Conventional
7936,1995,IN,Petroleum,342621,Conventional
7955,1995,KS,Coal,25896959,Conventional
7956,1995,KS,Hydroelectric Conventional,11214,Green Energy
7957,1995,KS,Natural Gas,2374465,Conventional
7958,1995,KS,Nuclear,10062177,Green Energy
7959,1995,KS,Petroleum,75864,Conventional
7960,1995,KS,Wind,26,Green Energy
7975,1995,KY,Coal,82539467,Conventional
7976,1995,KY,Hydroelectric Conventional,3423478,Green Energy
7977,1995,KY,Natural Gas,68035,Conventional
7978,1995,KY,Petroleum,130598,Conventional
7979,1995,KY,Wood and Wood Derived Fuels,4258,Conventional
7988,1995,LA,Coal,18989474,Conventional
7989,1995,LA,Hydroelectric Conventional,952144,Green Energy
7990,1995,LA,Natural Gas,43217747,Conventional
7991,1995,LA,Nuclear,15685900,Green Energy
7993,1995,LA,Other Biomass,102237,Conventional
7994,1995,LA,Other Gases,982181,Conventional
7995,1995,LA,Petroleum,1486214,Conventional
7996,1995,LA,Wood and Wood Derived Fuels,2543179,Conventional
8020,1995,MA,Coal,10698263,Conventional
8021,1995,MA,Hydroelectric Conventional,868649,Green Energy
8022,1995,MA,Natural Gas,14235010,Conventional
8023,1995,MA,Nuclear,4485845,Green Energy
8024,1995,MA,Other Biomass,1885794,Conventional
8025,1995,MA,Petroleum,6151495,Conventional
8026,1995,MA,Pumped Storage,-806203,Green Energy
8027,1995,MA,Wind,0,Green Energy
8028,1995,MA,Wood and Wood Derived Fuels,135628,Conventional
8060,1995,MD,Coal,27595256,Conventional
8061,1995,MD,Hydroelectric Conventional,1442006,Green Energy
8062,1995,MD,Natural Gas,1548884,Conventional
8063,1995,MD,Nuclear,12937971,Green Energy
8064,1995,MD,Other Biomass,501192,Conventional
8065,1995,MD,Other Gases,685721,Conventional
8066,1995,MD,Petroleum,1479469,Conventional
8067,1995,MD,Wood and Wood Derived Fuels,175144,Conventional
8092,1995,ME,Coal,540591,Conventional
8093,1995,ME,Hydroelectric Conventional,3353912,Green Energy
8094,1995,ME,Natural Gas,7219,Conventional
8095,1995,ME,Nuclear,197577,Green Energy
8096,1995,ME,Other Biomass,562705,Conventional
8097,1995,ME,Other Gases,5290,Conventional
8098,1995,ME,Petroleum,2032232,Conventional
8099,1995,ME,Wood and Wood Derived Fuels,3063525,Conventional
8129,1995,MI,Coal,67200645,Conventional
8130,1995,MI,Hydroelectric Conventional,1597186,Green Energy
8131,1995,MI,Natural Gas,11574854,Conventional
8132,1995,MI,Nuclear,24448397,Green Energy
8134,1995,MI,Other Biomass,681537,Conventional
8135,1995,MI,Other Gases,1430,Conventional
8136,1995,MI,Petroleum,855254,Conventional
8137,1995,MI,Pumped Storage,-731820,Green Energy
8138,1995,MI,Wood and Wood Derived Fuels,1801843,Conventional
8173,1995,MN,Coal,28063939,Conventional
8174,1995,MN,Hydroelectric Conventional,1098125,Green Energy
8175,1995,MN,Natural Gas,1030407,Conventional
8176,1995,MN,Nuclear,13243469,Green Energy
8177,1995,MN,Other Biomass,713775,Conventional
8178,1995,MN,Petroleum,494826,Conventional
8179,1995,MN,Wind,56997,Green Energy
8180,1995,MN,Wood and Wood Derived Fuels,469346,Conventional
8207,1995,MO,Coal,53860420,Conventional
8208,1995,MO,Hydroelectric Conventional,1918507,Green Energy
8209,1995,MO,Natural Gas,1043440,Conventional
8210,1995,MO,Nuclear,8241833,Green Energy
8211,1995,MO,Other Biomass,25478,Conventional
8212,1995,MO,Petroleum,696261,Conventional
8213,1995,MO,Pumped Storage,-64981,Green Energy
8233,1995,MS,Coal,9324952,Conventional
8234,1995,MS,Natural Gas,9721170,Conventional
8235,1995,MS,Nuclear,8013321,Green Energy
8236,1995,MS,Other Biomass,847,Conventional
8237,1995,MS,Petroleum,37780,Conventional
8238,1995,MS,Wood and Wood Derived Fuels,1882791,Conventional
8255,1995,MT,Coal,14934147,Conventional
8256,1995,MT,Hydroelectric Conventional,10745853,Green Energy
8257,1995,MT,Natural Gas,48738,Conventional
8258,1995,MT,Other Gases,8678,Conventional
8259,1995,MT,Petroleum,168054,Conventional
8260,1995,MT,Wood and Wood Derived Fuels,55844,Conventional
8279,1995,NC,Coal,61484998,Conventional
8280,1995,NC,Hydroelectric Conventional,5520810,Green Energy
8281,1995,NC,Natural Gas,771688,Conventional
8282,1995,NC,Nuclear,35910195,Green Energy
8284,1995,NC,Other Biomass,54779,Conventional
8285,1995,NC,Petroleum,479618,Conventional
8286,1995,NC,Pumped Storage,167317,Green Energy
8287,1995,NC,Wood and Wood Derived Fuels,1646121,Conventional
8320,1995,ND,Coal,26423871,Conventional
8321,1995,ND,Hydroelectric Conventional,2457401,Green Energy
8322,1995,ND,Natural Gas,-348,Conventional
8323,1995,ND,Other Biomass,21959,Conventional
8324,1995,ND,Other Gases,43673,Conventional
8325,1995,ND,Petroleum,57691,Conventional
8338,1995,NE,Coal,16104419,Conventional
8339,1995,NE,Hydroelectric Conventional,1426058,Green Energy
8340,1995,NE,Natural Gas,245428,Conventional
8341,1995,NE,Nuclear,7485448,Green Energy
8342,1995,NE,Other Biomass,16268,Conventional
8343,1995,NE,Petroleum,26679,Conventional
8355,1995,NH,Coal,3367488,Conventional
8356,1995,NH,Hydroelectric Conventional,1369890,Green Energy
8357,1995,NH,Natural Gas,201304,Conventional
8358,1995,NH,Nuclear,8379376,Green Energy
8359,1995,NH,Other Biomass,175308,Conventional
8360,1995,NH,Petroleum,1064756,Conventional
8361,1995,NH,Wood and Wood Derived Fuels,876257,Conventional
8383,1995,NJ,Coal,7165980,Conventional
8384,1995,NJ,Hydroelectric Conventional,10955,Green Energy
8385,1995,NJ,Natural Gas,18202521,Conventional
8386,1995,NJ,Nuclear,16805517,Green Energy
8387,1995,NJ,Other Biomass,1221856,Conventional
8388,1995,NJ,Other Gases,64073,Conventional
8389,1995,NJ,Petroleum,1722288,Conventional
8390,1995,NJ,Pumped Storage,-94532,Green Energy
8417,1995,NM,Coal,26121447,Conventional
8418,1995,NM,Hydroelectric Conventional,263920,Green Energy
8419,1995,NM,Natural Gas,3408993,Conventional
8420,1995,NM,Other Biomass,9053,Conventional
8421,1995,NM,Petroleum,27746,Conventional
8436,1995,NV,Coal,13971824,Conventional
8437,1995,NV,Geothermal,1553696,Green Energy
8438,1995,NV,Hydroelectric Conventional,1941534,Green Energy
8439,1995,NV,Natural Gas,6443753,Conventional
8441,1995,NV,Petroleum,26553,Conventional
8458,1995,NY,Coal,22288913,Conventional
8459,1995,NY,Hydroelectric Conventional,25993197,Green Energy
8460,1995,NY,Natural Gas,49056506,Conventional
8461,1995,NY,Nuclear,26336172,Green Energy
8462,1995,NY,Other Biomass,1969440,Conventional
8463,1995,NY,Other Gases,96673,Conventional
8464,1995,NY,Petroleum,8268290,Conventional
8465,1995,NY,Pumped Storage,-1162013,Green Energy
8466,1995,NY,Wood and Wood Derived Fuels,566103,Conventional
8502,1995,OH,Coal,120629428,Conventional
8503,1995,OH,Hydroelectric Conventional,232221,Green Energy
8504,1995,OH,Natural Gas,724821,Conventional
8505,1995,OH,Nuclear,16768050,Green Energy
8506,1995,OH,Other Biomass,21860,Conventional
8507,1995,OH,Other Gases,139069,Conventional
8508,1995,OH,Petroleum,330064,Conventional
8509,1995,OH,Wood and Wood Derived Fuels,498389,Conventional
8533,1995,OK,Coal,32785062,Conventional
8534,1995,OK,Hydroelectric Conventional,2779920,Green Energy
8535,1995,OK,Natural Gas,16715507,Conventional
8536,1995,OK,Other Biomass,1658,Conventional
8537,1995,OK,Other Gases,65000,Conventional
8538,1995,OK,Petroleum,98685,Conventional
8539,1995,OK,Pumped Storage,-64663,Green Energy
8540,1995,OK,Wood and Wood Derived Fuels,286198,Conventional
8560,1995,OR,Coal,1552491,Conventional
8561,1995,OR,Hydroelectric Conventional,40764465,Green Energy
8562,1995,OR,Natural Gas,2353475,Conventional
8563,1995,OR,Other Biomass,79600,Conventional
8564,1995,OR,Petroleum,5027,Conventional
8565,1995,OR,Wood and Wood Derived Fuels,510495,Conventional
8590,1995,PA,Coal,106334647,Conventional
8591,1995,PA,Hydroelectric Conventional,2030207,Green Energy
8592,1995,PA,Natural Gas,4926183,Conventional
8593,1995,PA,Nuclear,66461535,Green Energy
8595,1995,PA,Other Biomass,1649492,Conventional
8596,1995,PA,Other Gases,781665,Conventional
8597,1995,PA,Petroleum,3647599,Conventional
8598,1995,PA,Pumped Storage,-1240153,Green Energy
8599,1995,PA,Wood and Wood Derived Fuels,814856,Conventional
8635,1995,RI,Coal,0,Conventional
8636,1995,RI,Hydroelectric Conventional,9169,Green Energy
8637,1995,RI,Natural Gas,4322242,Conventional
8638,1995,RI,Other Biomass,79729,Conventional
8639,1995,RI,Petroleum,77073,Conventional
8659,1995,SC,Coal,26337190,Conventional
8660,1995,SC,Hydroelectric Conventional,3457143,Green Energy
8661,1995,SC,Natural Gas,689882,Conventional
8662,1995,SC,Nuclear,49173476,Green Energy
8663,1995,SC,Other Biomass,67368,Conventional
8664,1995,SC,Other Gases,9254,Conventional
8665,1995,SC,Petroleum,257440,Conventional
8666,1995,SC,Pumped Storage,-657895,Green Energy
8667,1995,SC,Wood and Wood Derived Fuels,1579790,Conventional
8690,1995,SD,Coal,2721295,Conventional
8691,1995,SD,Hydroelectric Conventional,6009871,Green Energy
8692,1995,SD,Natural Gas,63139,Conventional
8693,1995,SD,Petroleum,17488,Conventional
8700,1995,TN,Coal,59475004,Conventional
8701,1995,TN,Hydroelectric Conventional,9628551,Green Energy
8702,1995,TN,Natural Gas,475095,Conventional
8703,1995,TN,Nuclear,15708421,Green Energy
8705,1995,TN,Other Biomass,58704,Conventional
8706,1995,TN,Other Gases,11062,Conventional
8707,1995,TN,Petroleum,257385,Conventional
8708,1995,TN,Pumped Storage,-615489,Green Energy
8709,1995,TN,Wood and Wood Derived Fuels,574039,Conventional
8733,1995,TX,Coal,124716948,Conventional
8734,1995,TX,Hydroelectric Conventional,1703348,Green Energy
8735,1995,TX,Natural Gas,146978708,Conventional
8736,1995,TX,Nuclear,36151325,Green Energy
8738,1995,TX,Other Biomass,74760,Conventional
8739,1995,TX,Other Gases,4276154,Conventional
8740,1995,TX,Petroleum,1607795,Conventional
8741,1995,TX,Solar Thermal and Photovoltaic,253,Green Energy
8742,1995,TX,Wood and Wood Derived Fuels,1337392,Conventional
8832,1995,UT,Coal,30611063,Conventional
8833,1995,UT,Geothermal,139742,Green Energy
8834,1995,UT,Hydroelectric Conventional,968743,Green Energy
8835,1995,UT,Natural Gas,791212,Conventional
8836,1995,UT,Other Gases,260694,Conventional
8837,1995,UT,Petroleum,35934,Conventional
8838,1995,UT,Pumped Storage,0,Green Energy
8859,1995,VA,Coal,28497065,Conventional
8860,1995,VA,Hydroelectric Conventional,995026,Green Energy
8861,1995,VA,Natural Gas,5431845,Conventional
8862,1995,VA,Nuclear,25134831,Green Energy
8864,1995,VA,Other Biomass,698833,Conventional
8865,1995,VA,Petroleum,1600679,Conventional
8866,1995,VA,Pumped Storage,-768394,Green Energy
8867,1995,VA,Solar Thermal and Photovoltaic,3,Green Energy
8868,1995,VA,Wood and Wood Derived Fuels,1400767,Conventional
8903,1995,VT,Hydroelectric Conventional,972657,Green Energy
8904,1995,VT,Natural Gas,6593,Conventional
8905,1995,VT,Nuclear,3858509,Green Energy
8906,1995,VT,Petroleum,13484,Conventional
8907,1995,VT,Wind,0,Green Energy
8908,1995,VT,Wood and Wood Derived Fuels,308819,Conventional
8924,1995,WA,Coal,5902945,Conventional
8925,1995,WA,Hydroelectric Conventional,82500153,Green Energy
8926,1995,WA,Natural Gas,4889604,Conventional
8927,1995,WA,Nuclear,6941878,Green Energy
8929,1995,WA,Other Biomass,197288,Conventional
8930,1995,WA,Other Gases,550836,Conventional
8931,1995,WA,Petroleum,178915,Conventional
8932,1995,WA,Pumped Storage,0,Green Energy
8933,1995,WA,Wood and Wood Derived Fuels,1035788,Conventional
8964,1995,WI,Coal,38093434,Conventional
8965,1995,WI,Hydroelectric Conventional,2378472,Green Energy
8966,1995,WI,Natural Gas,1008604,Conventional
8967,1995,WI,Nuclear,10969606,Green Energy
8969,1995,WI,Other Biomass,233121,Conventional
8970,1995,WI,Petroleum,385164,Conventional
8971,1995,WI,Wind,0,Green Energy
8972,1995,WI,Wood and Wood Derived Fuels,854146,Conventional
9007,1995,WV,Coal,78714219,Conventional
9008,1995,WV,Hydroelectric Conventional,1192679,Green Energy
9009,1995,WV,Natural Gas,212874,Conventional
9011,1995,WV,Other Gases,204663,Conventional
9012,1995,WV,Petroleum,212778,Conventional
9033,1995,WY,Coal,38996375,Conventional
9034,1995,WY,Hydroelectric Conventional,798503,Green Energy
9035,1995,WY,Natural Gas,322450,Conventional
9037,1995,WY,Other Gases,9230,Conventional
9038,1995,WY,Petroleum,70305,Conventional
9051,1996,AK,Coal,428736,Conventional
9052,1996,AK,Hydroelectric Conventional,1265863,Green Energy
9053,1996,AK,Natural Gas,3548718,Conventional
9054,1996,AK,Other Biomass,11985,Conventional
9055,1996,AK,Petroleum,770676,Conventional
9056,1996,AK,Wind,0,Green Energy
9057,1996,AK,Wood and Wood Derived Fuels,102914,Conventional
9073,1996,AL,Coal,74091485,Conventional
9074,1996,AL,Hydroelectric Conventional,11081921,Green Energy
9075,1996,AL,Natural Gas,1884239,Conventional
9076,1996,AL,Nuclear,29707535,Green Energy
9077,1996,AL,Other Biomass,7286,Conventional
9078,1996,AL,Other Gases,307056,Conventional
